y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
4.2,4.0,2.5,2370.0,15336.0,2.0,A0,0,3,8.0,2370,0,2110,15925,20,-1
1.55,3.0,0.75,1040.0,15000.0,1.0,A0,0,3,6.0,1040,0,1410,19000,74,-1
2.6,4.0,2.0,1480.0,3132.0,1.0,A0,0,5,6.0,740,740,1480,6420,105,-1
2.97,4.0,2.5,,,2.0,A0,0,3,9.0,2520,0,2540,9793,25,-1
17.475,4.0,4.5,6380.0,88714.0,2.0,A0,0,3,12.0,6380,0,3040,7113,9,-1
3.5,2.0,1.0,1670.0,,1.0,A0,0,4,,1670,0,1670,7272,68,-1
7.55,4.0,2.75,2090.0,,1.0,A0,0,4,8.0,2090,0,2130,13500,66,-1
2.715,3.0,1.0,1150.0,,1.0,A0,0,4,7.0,1150,0,1880,6082,83,57
4.6995,3.0,1.75,1830.0,,1.0,A0,0,3,7.0,1830,0,1600,7700,58,-1
2.65,4.0,2.5,2380.0,,2.0,A0,0,3,8.0,2380,0,1940,7334,20,-1
3.9,3.0,3.0,2290.0,,1.0,A0,0,3,8.0,1420,870,1890,14143,67,25
4.85,3.0,1.5,2000.0,,1.0,A0,0,3,8.0,2000,0,1890,6960,62,-1
4.5175,5.0,2.5,2270.0,,1.0,A0,0,4,8.0,1570,700,2020,10230,52,-1
1.45,3.0,2.0,1410.0,,1.0,A0,0,4,7.0,1410,0,1780,8278,75,-1
4.6,4.0,2.75,3070.0,7201.0,2.0,A0,0,3,9.0,3070,0,2880,8364,9,-1
7.37,3.0,3.25,3240.0,8338.0,2.0,A0,0,3,9.0,3240,0,3420,8405,14,-1
5.5,3.0,1.75,1780.0,,1.0,A0,0,4,7.0,920,860,1360,4000,93,-1
2.75,3.0,1.75,1480.0,9375.0,1.0,A0,0,4,7.0,1480,0,1370,9000,58,-1
2.44,3.0,1.5,2010.0,,1.0,A0,0,4,7.0,1110,900,1900,10100,51,-1
5.05,2.0,1.0,1040.0,,1.0,A0,0,3,7.0,1040,0,1890,4000,89,-1
2.93,3.0,2.5,2080.0,4307.0,2.0,A0,0,3,7.0,2080,0,2080,4947,11,-1
3.25,4.0,2.0,2070.0,,2.0,A0,0,3,7.0,2070,0,1880,10800,33,-1
4.55,5.0,2.75,3230.0,13572.0,1.0,A0,2,3,8.0,1880,1350,2910,15292,50,-1
2.98,3.0,1.75,1850.0,,1.0,A0,0,3,,1100,750,1480,8683,56,-1
3.7,4.0,3.25,1960.0,,2.0,A0,0,3,7.0,1960,0,1980,7529,36,-1
8.65,4.0,2.5,3160.0,,1.0,A0,0,3,10.0,3160,0,3900,36444,35,-1
3.44,2.0,2.25,1180.0,,2.0,A0,0,3,8.0,840,340,1310,1963,7,-1
5.55,3.0,1.0,1360.0,,1.0,A0,0,5,6.0,1360,0,1890,19650,70,-1
1.90953,3.0,1.75,1470.0,,1.0,A0,0,4,7.0,1470,0,2090,16988,40,-1
2.45,3.0,1.75,1790.0,,1.5,A0,0,3,7.0,1790,0,1440,59346,12,-1
2.0,3.0,1.75,1580.0,,1.0,A0,0,3,,1220,360,1180,8775,73,-1
5.0,4.0,2.5,4620.0,20793.0,2.0,A0,0,4,11.0,4620,0,3640,20793,24,-1
1.8,3.0,1.5,1060.0,,1.0,A0,0,3,7.0,1060,0,1410,9515,42,2
5.33,3.0,2.5,1760.0,,3.0,A0,0,3,8.0,1640,120,1760,5400,9,-1
6.75,4.0,1.5,2060.0,4000.0,1.5,A0,2,3,7.0,1580,480,1160,4000,95,25
7.0,3.0,2.0,1160.0,,1.0,A0,0,5,5.0,580,580,2961,16320,84,-1
5.75,3.0,2.5,2430.0,12997.0,2.0,A0,0,3,9.0,2430,0,2720,12500,23,-1
1.35,3.0,1.0,,,1.0,A0,0,3,7.0,1230,0,1230,10780,46,-1
1.97,3.0,1.5,1760.0,,1.0,A0,0,4,7.0,1760,0,1450,9600,49,-1
2.37,2.0,1.0,1160.0,7500.0,1.5,A0,0,4,7.0,1160,0,1110,7500,99,-1
4.0,3.0,2.25,1190.0,1200.0,3.0,A0,0,3,8.0,1190,0,1180,1224,7,-1
2.05,3.0,2.25,1610.0,10454.0,1.0,A0,0,3,7.0,1610,0,1720,9583,38,-1
3.39999,4.0,2.5,2150.0,,1.0,A0,0,3,7.0,1090,1060,1880,10000,52,-1
3.62,3.0,2.25,1980.0,,1.0,A0,0,3,7.0,1290,690,1550,9240,56,-1
1.075,2.0,1.0,1040.0,,1.0,A0,0,3,,1040,0,1100,7575,42,-1
6.75,5.0,2.5,3240.0,9960.0,1.0,A0,1,3,8.0,2020,1220,2730,10400,57,-1
0.9,3.0,1.0,1010.0,7690.0,1.0,A0,0,4,6.0,1010,0,1010,7619,57,-1
6.9,4.0,2.5,2980.0,,2.0,A0,0,3,10.0,2980,0,3140,5500,9,-1
5.82,4.0,2.5,2640.0,25038.0,2.0,A0,0,4,8.0,2640,0,2630,16668,20,-1
10.25,5.0,2.75,2520.0,,1.5,A0,0,4,8.0,2120,400,2100,4564,99,-1
1.55,3.0,1.0,1120.0,,1.0,A0,0,3,7.0,1120,0,1120,5000,50,-1
0.15,2.0,1.0,790.0,,1.0,A0,0,3,7.0,790,0,1310,2064,42,-1
3.45,3.0,2.5,1470.0,,2.0,A0,0,3,8.0,1160,310,1470,1525,10,-1
8.65,3.0,1.0,1220.0,8119.0,1.0,A0,0,4,7.0,1220,0,1910,8119,60,-1
15.375,4.0,2.75,5470.0,,2.0,A1,4,3,11.0,3730,1740,3620,15100,23,-1
2.038,4.0,2.5,2440.0,,1.0,A0,0,3,8.0,1560,880,2090,8100,50,-1
3.85,4.0,2.75,2200.0,,1.0,A0,0,3,,1500,700,2120,9585,36,-1
2.245,3.0,1.0,1280.0,,1.0,A0,0,3,6.0,1280,0,1630,5000,57,-1
6.05,3.0,1.75,1620.0,,1.0,A0,0,3,7.0,1110,510,2100,6500,65,-1
14.65,5.0,3.25,2920.0,,2.0,A0,1,3,9.0,2120,800,2470,6735,62,7
0.838,3.0,1.0,960.0,8291.0,1.0,A0,0,3,6.0,960,0,1110,8231,65,-1
1.96,4.0,1.5,1800.0,,1.0,A0,0,4,7.0,1800,0,1370,9576,38,-1
5.9,4.0,2.5,2080.0,8100.0,1.0,A0,2,5,8.0,1220,860,2090,8100,63,-1
3.2495,3.0,2.25,1360.0,,2.0,A0,0,3,8.0,1094,266,1522,1382,9,-1
5.15,3.0,3.5,1970.0,5079.0,2.0,A0,0,3,8.0,1680,290,1940,6000,8,-1
1.565,3.0,2.25,1630.0,7900.0,1.0,A0,0,4,7.0,1130,500,1630,8200,42,-1
6.24,3.0,1.75,1670.0,,1.0,A0,0,3,7.0,1270,400,1460,6125,63,-1
4.6,4.0,2.5,2880.0,,2.0,A0,3,3,9.0,2880,0,2470,17009,13,-1
1.55,3.0,2.25,1500.0,,1.0,A0,0,3,7.0,1150,350,1500,7210,31,-1
6.25,3.0,2.5,2190.0,,2.0,A0,0,3,8.0,2190,0,2090,8888,11,-1
5.2,4.0,3.0,3680.0,,1.5,A0,0,4,8.0,2320,1360,3210,39512,45,-1
4.4,3.0,2.5,3370.0,19585.0,2.0,A0,0,3,7.0,3200,170,1730,9430,64,-1
2.15,4.0,1.75,2090.0,,1.0,A0,0,3,,1360,730,2040,12300,48,-1
1.7,3.0,1.75,1670.0,24650.0,1.0,A0,0,4,7.0,1670,0,1810,19465,41,-1
1.321,2.0,1.0,1000.0,,1.0,A0,0,3,6.0,1000,0,980,4837,99,-1
4.165,4.0,1.75,2190.0,125452.0,1.0,A0,2,3,9.0,2190,0,3000,125017,47,-1
3.78,4.0,1.75,2120.0,,1.0,A0,0,4,7.0,1060,1060,1540,7420,59,-1
3.35,3.0,1.75,1660.0,,1.0,A0,0,3,7.0,830,830,1660,5750,35,-1
6.8745,4.0,1.75,2570.0,8640.0,1.0,A0,0,4,8.0,2570,0,2520,8800,57,-1
3.26,3.0,2.0,1270.0,1333.0,3.0,A0,0,3,8.0,1270,0,1330,1333,9,-1
2.8,2.0,1.0,1450.0,9150.0,1.0,A0,0,4,7.0,1450,0,1440,10636,50,-1
2.6,4.0,2.0,1910.0,,1.0,A0,0,4,7.0,1910,0,1820,15600,52,-1
3.21,5.0,2.75,2840.0,12253.0,1.0,A0,0,3,7.0,1420,1420,2210,11620,55,-1
5.581,4.0,2.5,2470.0,33305.0,2.0,A0,0,3,9.0,2470,0,2440,33305,22,-1
1.54,3.0,1.0,1020.0,,1.0,A0,0,3,7.0,1020,0,1020,8100,61,-1
1.73,5.0,1.5,1510.0,,1.0,A0,0,4,7.0,1510,0,1480,9078,56,-1
7.475,2.0,1.0,1450.0,,1.0,A0,4,3,7.0,1450,0,2390,6098,91,-1
4.45,3.0,1.75,1490.0,,2.0,A0,0,3,10.0,1090,400,1460,1206,7,-1
2.83803,2.0,1.0,1040.0,,1.0,A0,0,3,7.0,1040,0,1040,3844,71,-1
4.1495,3.0,2.25,1590.0,926.0,3.0,A0,0,3,8.0,1590,0,1640,1321,1,-1
1.935,4.0,2.5,2100.0,4237.0,2.0,A0,0,3,8.0,2100,0,2100,4575,9,-1
4.25,3.0,1.0,2000.0,21780.0,1.0,A0,0,3,8.0,1480,520,2000,45738,37,-1
3.08,4.0,2.5,2640.0,,2.0,A0,0,3,,2640,0,1650,8055,11,-1
2.4,3.0,2.5,1790.0,,2.0,A0,0,3,7.0,1790,0,1610,3600,11,-1
1.65,3.0,2.0,1220.0,,1.0,A0,0,4,7.0,1220,0,1990,17652,35,-1
7.55005,4.0,3.75,3610.0,,3.0,A0,0,3,11.0,3290,320,2460,7300,21,-1
2.42,5.0,2.5,2360.0,11375.0,1.0,A0,0,4,7.0,1180,1180,1160,7800,53,-1
4.76,5.0,3.75,3090.0,,2.0,A0,0,3,10.0,3090,0,3191,5561,5,-1
5.5,3.0,1.75,1660.0,,2.0,A0,0,3,7.0,1660,0,1660,4800,109,1
4.449,4.0,2.5,2403.0,6172.0,2.0,A0,0,3,9.0,2403,0,2380,6075,16,-1
4.05,6.0,5.0,3028.0,18055.0,2.0,A0,0,3,7.0,3028,0,1400,34575,10,-1
2.85,3.0,1.75,1300.0,,1.0,A0,0,3,7.0,1300,0,1520,7600,48,-1
8.35,2.0,2.5,2000.0,,2.0,A0,4,3,9.0,2000,0,2510,6800,23,-1
1.05,5.0,1.0,1460.0,,1.5,A0,0,3,6.0,1290,170,1460,10450,79,-1
5.0,3.0,2.0,1800.0,5000.0,2.0,A0,0,5,7.0,1600,200,1640,5000,90,-1
4.9,2.0,1.0,960.0,,1.0,A0,0,5,7.0,960,0,1300,4080,104,-1
1.46,3.0,1.0,980.0,,1.0,A0,0,3,7.0,980,0,980,8125,61,-1
3.87608,3.0,2.5,2010.0,,2.0,A0,0,3,8.0,1390,620,1540,1689,1,-1
5.7495,3.0,2.5,2150.0,,2.0,A0,0,4,9.0,2150,0,2540,10507,36,-1
4.6,3.0,3.25,1430.0,,3.0,A0,0,3,8.0,1430,0,1430,1243,8,-1
3.61,3.0,2.5,1460.0,,2.0,A0,0,3,,1200,260,1280,1257,7,-1
2.39,3.0,1.75,,,1.0,A0,0,3,8.0,1100,250,2190,217800,62,-1
5.2,4.0,1.75,2510.0,8989.0,1.0,A0,0,4,8.0,1680,830,2510,8931,51,-1
1.75,4.0,2.0,2600.0,,1.0,A0,0,3,8.0,1410,1190,2600,7200,56,-1
10.95,3.0,2.75,2890.0,,2.0,A0,3,4,10.0,2830,60,2415,11538,28,-1
7.99,4.0,2.75,2860.0,,1.0,A0,1,5,7.0,1560,1300,2290,5350,69,-1
4.04349,5.0,3.0,3223.0,6371.0,2.0,A0,0,3,9.0,3223,0,1979,9008,1,-1
5.0,3.0,2.0,1730.0,,1.0,A0,0,4,7.0,1730,0,1470,9030,59,-1
1.84,3.0,2.0,1870.0,,1.0,A0,0,3,7.0,1270,600,1870,7887,29,-1
4.93,3.0,1.0,1340.0,,1.5,A0,0,3,7.0,1340,0,1830,6822,62,-1
5.98,4.0,2.25,2580.0,,2.0,A0,0,3,9.0,2580,0,1290,5750,0,-1
2.76,3.0,2.5,2594.0,,2.0,A0,0,3,8.0,2594,0,2981,4950,3,-1
11.75,4.0,4.25,4980.0,,2.0,A0,3,3,9.0,3080,1900,2840,11308,33,-1
1.9,3.0,1.5,1400.0,,1.0,A0,0,3,7.0,1110,290,1690,7597,58,-1
1.2,3.0,1.0,1070.0,,1.0,A0,0,4,7.0,1070,0,1240,6906,46,-1
5.4,3.0,1.75,1780.0,,1.0,A0,0,4,7.0,990,790,1780,5175,88,-1
5.3,4.0,2.25,2940.0,,1.0,A0,0,5,7.0,1520,1420,2470,14900,54,-1
5.17,5.0,3.5,3340.0,,2.0,A0,0,3,8.0,2580,760,3420,5000,3,-1
3.4,2.0,1.0,1460.0,,1.0,A0,0,4,6.0,880,580,1540,4200,101,-1
7.885,4.0,3.0,3250.0,2760.0,2.5,A0,0,3,8.0,2420,830,1260,2780,110,8
2.3495,4.0,2.5,1770.0,6666.0,2.0,A0,0,3,7.0,1770,0,1780,6666,26,-1
3.25,3.0,2.5,2120.0,3742.0,2.0,A0,0,3,7.0,2120,0,2250,4696,9,-1
3.42,3.0,2.75,1820.0,,2.0,A0,0,3,8.0,1820,0,1820,45528,24,-1
2.7195,3.0,1.75,1830.0,,1.0,A0,0,3,7.0,1830,0,1850,8624,52,-1
3.905,3.0,1.75,1890.0,,1.0,A0,0,3,7.0,1290,600,1440,5378,50,-1
8.05,5.0,2.75,3020.0,9187.0,2.0,A0,0,3,9.0,3020,0,2250,9675,8,-1
3.0,2.0,2.5,750.0,,2.0,A0,0,3,8.0,750,0,1320,2790,9,-1
6.1,2.0,1.5,1300.0,,1.0,A0,2,3,7.0,1300,0,1260,1740,72,-1
2.11,2.0,1.0,610.0,4000.0,1.0,A0,0,4,6.0,610,0,870,5160,97,-1
3.23,4.0,1.0,1430.0,,1.5,A0,0,5,7.0,1430,0,1410,6240,62,-1
3.15,3.0,2.5,2480.0,,2.0,A0,0,3,9.0,2480,0,2510,36549,25,-1
6.575,3.0,2.5,2470.0,10321.0,2.0,A0,0,3,9.0,2470,0,2450,8440,27,-1
1.91,4.0,2.25,1860.0,,1.0,A0,0,3,8.0,1140,720,1950,8740,37,-1
1.7,3.0,1.75,1920.0,,1.0,A0,0,3,7.0,1000,920,1860,8458,31,-1
6.85,3.0,2.5,2280.0,,1.0,A0,0,4,8.0,1490,790,2100,12746,42,-1
3.75,4.0,1.75,1850.0,7730.0,1.0,A0,0,5,7.0,1100,750,2260,8581,59,-1
4.8875,4.0,2.75,2690.0,,1.0,A0,0,3,8.0,1750,940,2640,28250,37,-1
3.45,3.0,1.5,2390.0,,2.0,A0,0,3,8.0,1750,640,1690,5220,95,20
4.76,3.0,1.0,1580.0,6000.0,1.0,A0,0,5,7.0,1580,0,1580,6000,68,-1
1.53,3.0,1.0,1000.0,16376.0,1.0,A0,0,3,,1000,0,1420,16192,56,-1
0.935,2.0,1.0,1020.0,,1.0,A0,0,4,6.0,1020,0,1510,7742,80,37
2.46,5.0,2.75,3030.0,,1.0,A0,0,4,7.0,1540,1490,1790,7330,37,-1
2.45,3.0,2.0,1820.0,,1.0,A0,0,5,7.0,1820,0,2190,17440,43,-1
1.11,3.0,2.0,1340.0,,1.0,A0,0,3,5.0,920,420,980,6480,103,22
0.825,2.0,1.0,740.0,,1.0,unknown,0,3,5.0,740,0,1230,8050,66,-1
8.32,3.0,1.5,1340.0,,1.5,A0,1,3,9.0,1340,0,2600,6000,88,-1
3.7495,3.0,2.5,1530.0,,2.0,A0,0,3,,1530,0,1720,3985,21,-1
5.20888,3.0,1.75,1870.0,,1.0,A0,0,5,9.0,1870,0,2030,8160,57,-1
0.725,3.0,1.75,1010.0,,1.0,A0,0,3,7.0,1010,0,1010,6552,46,-1
6.41,3.0,1.5,1140.0,,1.5,A0,0,3,7.0,1140,0,1260,4800,100,-1
2.25,3.0,1.0,930.0,,1.5,A0,0,5,6.0,930,0,1060,5160,96,-1
6.8,3.0,2.5,3680.0,,1.5,A0,0,3,9.0,3680,0,2410,144183,21,-1
2.0495,3.0,1.75,1510.0,,1.0,A0,0,3,7.0,1210,300,2080,9076,50,-1
3.9,2.0,1.5,1450.0,,1.0,A0,0,3,7.0,1450,0,1890,10599,75,-1
4.39,2.0,1.0,920.0,,1.0,A0,0,4,7.0,920,0,1300,4000,109,-1
2.95,3.0,2.5,2490.0,4244.0,2.0,A0,0,3,9.0,2490,0,2490,4748,10,-1
7.149,3.0,2.5,3420.0,25150.0,1.0,A0,0,4,10.0,1750,1670,2900,19604,28,-1
11.855,4.0,2.5,3730.0,,2.0,A0,0,3,10.0,3730,0,3200,16950,25,-1
11.95,5.0,2.5,3200.0,,1.0,A0,0,3,7.0,2160,1040,4090,15732,63,-1
4.551,3.0,1.0,1540.0,3399.0,1.5,A0,0,3,,1200,340,1500,3914,89,-1
1.6,2.0,1.0,1270.0,9182.0,1.5,A0,0,3,6.0,1270,0,1760,9100,98,-1
3.75,3.0,2.25,1960.0,,1.0,A0,0,3,7.0,1960,0,1540,10682,58,-1
2.95,3.0,1.75,1150.0,6600.0,1.5,A0,0,4,6.0,1150,0,1530,6600,45,-1
1.95,3.0,1.75,1260.0,7500.0,1.0,A0,0,3,6.0,840,420,1340,7500,68,-1
2.55,3.0,1.75,1590.0,9417.0,1.0,A0,0,4,7.0,1590,0,1600,9272,61,-1
8.175,3.0,1.75,2120.0,,1.0,A0,1,3,9.0,1720,400,2240,20500,56,-1
1.49,2.0,1.0,1150.0,,1.0,A0,0,3,6.0,1060,90,1350,15000,85,2
1.8925,3.0,1.0,1420.0,,1.5,A0,0,3,6.0,1420,0,1290,6600,71,-1
5.66,3.0,1.75,1480.0,,1.0,A0,0,3,7.0,1480,0,2660,10766,63,-1
10.0,4.0,2.75,2990.0,,1.5,A0,0,4,8.0,2090,900,2510,6157,92,-1
1.0,3.0,1.5,1220.0,,1.0,A0,0,3,7.0,1220,0,1260,7347,42,-1
2.9,3.0,1.0,950.0,,1.0,A0,0,3,7.0,950,0,1610,10080,53,-1
1.85,4.0,2.5,2000.0,,2.0,A0,0,3,8.0,2000,0,2390,36868,26,-1
2.58,4.0,2.5,2623.0,,2.0,A0,0,3,8.0,2623,0,2010,4939,3,-1
6.415,3.0,2.5,2340.0,2155.0,2.0,A0,0,3,10.0,2120,220,2640,2680,3,-1
3.75,3.0,1.75,1160.0,,1.0,A0,0,3,7.0,1040,120,1530,6120,74,-1
2.8,4.0,2.0,1870.0,,1.0,A0,0,3,7.0,1200,670,1270,3497,61,-1
5.0,4.0,2.0,1650.0,5000.0,1.0,A0,0,3,7.0,1650,0,1690,2276,60,-1
2.75,2.0,1.75,1430.0,7921.0,1.0,A0,0,3,7.0,1430,0,1290,8040,32,-1
4.55,5.0,2.25,2140.0,,1.0,A0,0,3,,1070,1070,1680,8700,53,-1
1.8635,3.0,1.75,1390.0,,1.0,A0,0,4,7.0,1390,0,1810,9675,53,-1
5.9,4.0,2.75,3320.0,10574.0,2.0,A0,0,5,8.0,2220,1100,2720,8330,55,-1
2.0,3.0,2.5,1720.0,,1.0,A0,0,3,8.0,1000,720,1720,8690,32,-1
5.0495,4.0,2.5,2880.0,,1.0,A0,0,5,8.0,2140,740,2810,213444,31,-1
7.15,5.0,3.25,2900.0,12160.0,1.0,A0,0,4,8.0,1890,1010,2590,12160,48,-1
8.25,3.0,2.5,2320.0,,2.0,A0,0,3,8.0,1620,700,2160,5000,108,22
18.0,5.0,3.25,4110.0,,2.0,A0,3,3,9.0,3150,960,3890,7800,94,-1
2.68,3.0,3.25,1210.0,,2.0,A0,0,3,8.0,1000,210,1650,1493,13,-1
1.75,3.0,2.0,1170.0,,1.0,A0,0,3,7.0,1170,0,1410,7750,31,-1
7.4,3.0,2.0,2310.0,,2.0,A0,1,4,9.0,1560,750,2000,6000,89,-1
3.325,5.0,2.0,2740.0,,1.5,A0,0,3,7.0,2210,530,2130,8232,53,-1
6.75,3.0,2.5,2400.0,,2.0,A0,0,3,9.0,2400,0,2080,8615,14,-1
2.185,3.0,2.5,1610.0,5024.0,2.0,A0,0,3,7.0,1610,0,1790,3717,11,-1
2.1,4.0,2.25,1970.0,,2.0,A0,0,3,8.0,1970,0,1790,7500,36,-1
1.7,3.0,2.0,1410.0,5760.0,1.0,A0,0,3,7.0,1410,0,1670,6222,30,-1
8.45,3.0,2.25,3650.0,,2.0,A0,4,4,7.0,2200,1450,1950,4970,68,-1
1.9,3.0,1.0,1800.0,,1.0,A0,0,5,7.0,1800,0,1230,7650,58,-1
10.65,4.0,2.25,3310.0,,2.0,A0,0,5,9.0,3310,0,3830,43959,91,59
3.52005,3.0,3.0,1460.0,1200.0,3.0,A0,0,3,8.0,1460,0,1460,1245,9,-1
2.0,4.0,1.0,1340.0,,1.5,A0,0,3,7.0,1340,0,1620,10800,89,-1
2.05,3.0,1.0,1720.0,,1.0,A0,0,3,7.0,860,860,1720,9998,46,-1
14.95,4.0,3.75,3070.0,,2.0,A0,0,5,9.0,2400,670,2940,5573,88,-1
2.027,2.0,1.5,1240.0,,2.0,A0,0,3,8.0,1200,40,1410,1340,48,-1
3.55,4.0,2.75,1820.0,5400.0,1.0,A0,0,4,7.0,1220,600,1630,5400,27,-1
2.6495,3.0,2.5,2140.0,,1.0,A0,0,3,8.0,1290,850,2090,8000,36,-1
3.5,4.0,2.0,1390.0,,1.5,A0,0,5,7.0,1390,0,1900,5460,107,-1
1.57,3.0,1.75,1290.0,,1.0,A0,0,3,7.0,1290,0,1440,6682,31,-1
5.5,3.0,2.0,2168.0,,2.0,A0,1,4,7.0,2168,0,2168,9750,65,-1
7.35,4.0,1.0,2150.0,,2.0,A0,3,4,8.0,1850,300,1950,3588,89,-1
2.05,3.0,2.0,,,1.0,A0,0,3,,1280,0,1450,6783,24,-1
3.77,2.0,1.0,1220.0,,1.0,A0,0,3,6.0,880,340,1220,6840,77,-1
5.95,4.0,2.0,2250.0,4200.0,1.5,A0,0,3,7.0,1650,600,1200,3360,106,-1
9.25,4.0,2.75,3090.0,,3.0,A0,0,4,8.0,2590,500,1500,5130,96,28
2.005,3.0,1.0,1060.0,7246.0,1.0,A0,0,4,6.0,1060,0,1090,6694,34,-1
5.5,4.0,2.25,2100.0,,2.0,A0,0,4,,2100,0,2100,8290,37,-1
0.95,3.0,1.0,1310.0,9529.0,1.0,A0,0,3,7.0,1310,0,1330,9529,59,-1
1.9,4.0,1.5,1240.0,,1.0,A0,0,4,7.0,1110,130,1520,8147,54,-1
5.37,3.0,2.5,2180.0,5496.0,2.0,A0,0,3,8.0,2180,0,2120,5496,21,-1
1.41,4.0,2.5,1847.0,8000.0,2.0,A0,0,3,7.0,1847,0,1767,8000,7,-1
3.65,3.0,1.75,2840.0,,1.0,A0,3,3,8.0,1600,1240,2650,11063,65,-1
11.65,5.0,3.5,5430.0,,2.0,A0,2,3,10.0,4010,1420,4340,10324,8,-1
0.85797,3.0,1.5,1270.0,,2.0,A0,0,3,7.0,1270,0,1490,2175,3,-1
4.8,4.0,2.25,1720.0,,1.0,A0,0,3,7.0,860,860,1720,4680,75,1
7.35,3.0,2.5,2610.0,,2.0,A0,0,3,,2610,0,3140,10008,22,-1
0.345,2.0,1.0,800.0,,1.0,A0,0,3,6.0,800,0,1130,10625,73,-1
4.35,4.0,4.0,3530.0,10935.0,2.0,A0,0,3,10.0,3530,0,3360,11250,23,-1
8.9495,3.0,2.5,2830.0,,3.0,A0,0,3,10.0,2830,0,1780,5100,1,-1
2.2,5.0,3.5,2100.0,5107.0,2.0,A0,0,3,7.0,1410,690,1410,5650,16,-1
0.363,2.0,1.0,1060.0,6000.0,1.0,A0,0,4,5.0,1060,0,940,6000,107,-1
7.25,4.0,1.75,2150.0,,1.0,A0,0,4,,2150,0,2370,9148,60,-1
2.55,2.0,1.0,860.0,8308.0,1.0,A0,0,4,7.0,860,0,1310,8308,67,-1
3.36753,3.0,2.5,1710.0,,2.0,A0,0,3,7.0,1710,0,1600,3821,6,-1
2.649,4.0,1.75,2600.0,,1.0,A0,0,4,8.0,2020,580,2200,9408,46,-1
5.7495,4.0,3.5,2440.0,,3.0,A0,1,3,8.0,2440,0,1860,4650,10,-1
1.297,4.0,2.0,1670.0,,1.0,A0,0,3,7.0,1670,0,1640,7280,48,-1
0.85,3.0,1.0,1140.0,,1.5,A0,0,4,6.0,1140,0,1140,4700,105,-1
3.85,5.0,2.5,3390.0,9760.0,1.0,A0,0,5,,1750,1640,2360,9600,37,-1
2.65,3.0,2.5,1720.0,,2.0,A0,0,3,7.0,1720,0,1720,5544,16,-1
3.52,5.0,2.75,2220.0,4000.0,1.0,A0,0,3,7.0,1230,990,1580,4000,42,-1
14.8935,4.0,3.75,3730.0,,2.0,A0,3,4,,2820,910,3880,15550,29,-1
3.0,3.0,1.0,980.0,7296.0,1.0,A0,0,3,7.0,980,0,1280,7296,48,-1
3.55,2.0,1.0,950.0,6426.0,1.0,A0,0,3,7.0,950,0,1360,2550,66,-1
2.635,2.0,1.0,720.0,,1.0,A0,0,2,5.0,720,0,1480,7280,64,-1
7.5,3.0,3.0,3730.0,,1.0,A0,0,3,9.0,2960,770,2280,16026,36,-1
1.565,4.0,2.25,2080.0,,1.0,A0,0,4,7.0,1280,800,1200,7500,30,-1
1.65,3.0,1.75,1570.0,,1.0,A0,0,3,7.0,1570,0,1890,8825,55,-1
3.43,2.0,2.5,1500.0,,2.0,A0,0,3,8.0,1500,0,2080,2686,10,-1
6.15,4.0,2.5,2740.0,,2.0,A0,0,3,9.0,2740,0,2780,8344,16,-1
30.9375,5.0,3.5,4330.0,,1.0,A0,4,3,12.0,2090,2240,4320,12000,7,-1
1.25,2.0,1.0,950.0,,1.0,A0,0,3,6.0,950,0,1620,7630,60,-1
3.59,3.0,2.25,1750.0,,1.0,A0,0,3,7.0,1210,540,1930,8545,28,-1
5.325,4.0,2.5,2460.0,,1.0,A0,0,4,8.0,1650,810,2550,32040,46,-1
4.21752,2.0,1.0,1980.0,,1.0,A0,0,4,7.0,1090,890,1720,5000,92,-1
3.53,2.0,2.5,1414.0,1960.0,2.0,A0,0,3,,1414,0,1414,2511,29,-1
3.5,2.0,1.0,2110.0,,1.5,A0,0,3,7.0,1460,650,1390,4732,104,-1
15.25,4.0,5.5,6530.0,,2.0,A0,2,3,,6530,0,1280,858132,7,-1
2.5,4.0,1.75,1370.0,,1.0,A0,0,3,6.0,1370,0,1650,11592,97,-1
6.7495,4.0,2.5,2370.0,,2.0,A0,2,3,9.0,2080,290,2970,7500,7,-1
1.9495,3.0,1.0,990.0,,1.0,A0,0,5,7.0,990,0,1370,9260,54,-1
1.785,3.0,1.0,1640.0,,1.0,A0,0,4,,1090,550,1550,11200,61,-1
11.75,3.0,2.5,3670.0,18505.0,1.0,A0,4,3,10.0,2530,1140,2920,20000,32,-1
6.38,3.0,2.75,2310.0,1850.0,2.0,A0,0,3,10.0,2020,290,2340,2155,4,-1
3.75,3.0,1.0,1290.0,,1.0,A0,0,3,,1150,140,1960,49658,47,-1
6.37,3.0,2.75,3200.0,,2.0,A0,0,3,9.0,3200,0,3020,6699,11,-1
0.85,3.0,1.75,1610.0,,1.0,A0,0,4,7.0,1610,0,1450,7392,51,-1
2.7,4.0,2.5,2390.0,6976.0,2.0,A0,0,3,,2390,0,2390,6346,12,-1
6.4,4.0,2.5,3290.0,,2.0,A0,0,3,,3290,0,3240,5831,12,-1
2.59,3.0,2.25,2000.0,,2.0,A0,0,4,7.0,2000,0,1950,7464,30,-1
1.049,3.0,1.75,1230.0,12000.0,1.0,A0,0,3,6.0,1230,0,1550,12000,45,-1
